"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","18","3","0","0","9","1.6","0.12","0","9","0","0"
"1","18","4","0","0","9","1.7","0.12","0","9","0","0"
"1","18","5","0","0","9","1.7","0.12","0","9","0","0"
"1","18","6","0","0","9","1.6","0.12","0","9","0","0"
"1","18","7","85","41","11","1.9","0.12","80.651","13.284","551.9","500.635"
"1","18","8","211","114","13","1.8","0.12","260.081","20.695","1957.466","1856.397"
"1","18","9","307","176","15","0.9","0.12","439.537","31.035","3203.148","3057.939"
"1","18","10","903","85","16","0.6","0.12","902.275","51.713","6069.952","5823.161"
"1","18","11","922","89","17","1.2","0.12","981.409","50.184","6611.89","6345.896"
"1","18","12","918","91","18","1.9","0.12","979.236","46.323","6703.749","6434.5"
"1","18","13","911","81","18","2.4","0.12","901.848","41.668","6325.005","6069.176"
"1","18","14","851","74","17","2.6","0.12","742.328","35.812","5373.744","5151.622"
"1","18","15","730","60","15","2.3","0.12","505.064","28.547","3770.034","3604.738"
"1","18","16","424","33","13","2.1","0.12","208.24","18.62","1405.734","1324.215"
"1","18","17","0","0","12","2","0.12","0","12","0","0"
"1","18","18","0","0","11","1.7","0.12","0","11","0","0"
"1","18","19","0","0","11","1.6","0.12","0","11","0","0"
"1","18","20","0","0","12","1.5","0.12","0","12","0","0"
"1","18","21","0","0","12","1.4","0.12","0","12","0","0"
"1","18","22","0","0","12","1.1","0.12","0","12","0","0"
"1","18","23","0","0","12","0.7","0.12","0","12","0","0"
"1","19","0","0","0","12","0.3","0.12","0","12","0","0"
"1","19","1","0","0","12","0.2","0.12","0","12","0","0"
"1","19","2","0","0","12","0.3","0.12","0","12","0","0"
"1","19","3","0","0","11","0.3","0.12","0","11","0","0"
"1","19","4","0","0","11","0.3","0.12","0","11","0","0"
"1","19","5","0","0","11","0.3","0.12","0","11","0","0"
"1","19","6","0","0","11","0.4","0.12","0","11","0","0"
"1","19","7","0","31","12","0.6","0.12","27.976","13.089","186.544","148.226"
"1","19","8","72","118","14","0.5","0.12","165.338","20.73","1220.17","1145.226"
"1","19","9","749","104","15","0.6","0.12","708.807","43.095","4975.195","4767.195"
"1","19","10","871","97","16","1.4","0.12","897.519","44.972","6205.013","5953.436"
"1","19","11","860","116","17","2.3","0.12","965.716","42.792","6700.649","6431.51"
"1","19","12","830","127","18","3","0.12","949.352","40.365","6651.386","6383.992"
"1","19","13","866","99","17","3.5","0.12","893.91","36.448","6394.997","6136.689"
"1","19","14","779","96","16","3.5","0.12","719.635","31.684","5287.77","5068.695"
"1","19","15","656","75","14","2.5","0.12","484.229","26.507","3637.202","3476.613"
"1","19","16","387","38","12","1.1","0.12","200.293","18.758","1360.288","1280.379"
"1","19","17","0","0","11","0.5","0.12","0","11","0","0"
"1","19","18","0","0","11","0.3","0.12","0","11","0","0"
"1","19","19","0","0","10","0.5","0.12","0","10","0","0"
"1","19","20","0","0","10","0.8","0.12","0","10","0","0"
"1","19","21","0","0","10","0.5","0.12","0","10","0","0"
"1","19","22","0","0","9","0.4","0.12","0","9","0","0"
"1","19","23","0","0","9","0.7","0.12","0","9","0","0"
"1","20","0","0","0","9","0.9","0.12","0","9","0","0"
"1","20","1","0","0","9","1","0.12","0","9","0","0"
"1","20","2","0","0","10","0.9","0.12","0","10","0","0"
"1","20","3","0","0","10","0.8","0.12","0","10","0","0"
"1","20","4","0","0","10","0.6","0.12","0","10","0","0"
"1","20","5","0","0","10","0.3","0.12","0","10","0","0"
"1","20","6","0","0","10","0.3","0.12","0","10","0","0"
"1","20","7","33","41","11","0.6","0.12","55.365","13.15","377.257","332.181"
"1","20","8","163","119","12","0.8","0.12","228.073","20.548","1708.784","1616.527"
"1","20","9","788","82","14","1.1","0.12","708.423","38.611","5067.455","4856.186"
"1","20","10","859","85","15","1.6","0.12","873.03","41.941","6113.101","5864.781"
"1","20","11","862","96","16","2.1","0.12","944.821","42.237","6574.727","6310.05"
"1","20","12","244","276","16","2.5","0.12","537.825","29.799","3894.905","3725.184"
"1","20","13","840","89","16","2.6","0.12","860.584","37.763","6127.374","5878.548"
"1","20","14","759","85","15","2.6","0.12","689.014","32.456","5048.687","4838.083"
"1","20","15","631","68","14","2.3","0.12","462.854","26.412","3476.606","3321.708"
"1","20","16","185","40","13","1.6","0.12","128.92","16.887","880.685","817.77"
"1","20","17","0","0","12","0.9","0.12","0","12","0","0"
"1","20","18","0","0","12","0.4","0.12","0","12","0","0"
"1","20","19","0","0","11","0.1","0.12","0","11","0","0"
"1","20","20","0","0","11","0.2","0.12","0","11","0","0"
"1","20","21","0","0","11","0.4","0.12","0","11","0","0"
"1","20","22","0","0","11","0.8","0.12","0","11","0","0"
"1","20","23","0","0","11","1.5","0.12","0","11","0","0"
"1","21","0","0","0","11","2.2","0.12","0","11","0","0"
"1","21","1","0","0","11","2.6","0.12","0","11","0","0"
"1","21","2","0","0","11","1.4","0.12","0","11","0","0"
"1","21","3","0","0","12","0.3","0.12","0","12","0","0"
"1","21","4","0","0","12","0.7","0.12","0","12","0","0"
"1","21","5","0","0","12","1","0.12","0","12","0","0"
"1","21","6","0","0","12","1.7","0.12","0","12","0","0"
"1","21","7","0","2","12","2.6","0.12","1.759","12.044","10.343","0"
"1","21","8","0","8","13","3.7","0.12","7.057","13.149","46.6","13.24"
"1","21","9","0","22","14","4.5","0.12","19.462","14.365","133.319","96.887"
"1","21","10","0","149","14","4.9","0.12","137.665","16.447","1006.952","939.563"
"1","21","11","0","170","14","5.1","0.12","157.909","16.734","1154.634","1082.013"
"1","21","12","42","253","14","5.3","0.12","303.085","19.124","2246.305","2135.001"
"1","21","13","3","179","15","5.4","0.12","171.099","17.859","1254.37","1178.214"
"1","21","14","213","192","14","5.2","0.12","374.096","20.434","2823.867","2692.098"
"1","21","15","98","121","13","4.5","0.12","192.595","16.627","1453.532","1370.319"
"1","21","16","183","46","12","3.5","0.12","135.647","14.888","941.465","876.396"
"1","21","17","0","0","12","2.9","0.12","0","12","0","0"
"1","21","18","0","0","12","2.6","0.12","0","12","0","0"
"1","21","19","0","0","12","2.4","0.12","0","12","0","0"
"1","21","20","0","0","11","2","0.12","0","11","0","0"
"1","21","21","0","0","11","1.5","0.12","0","11","0","0"
"1","21","22","0","0","11","0.9","0.12","0","11","0","0"
"1","21","23","0","0","11","0.8","0.12","0","11","0","0"
"1","22","0","0","0","11","1","0.12","0","11","0","0"
"1","22","1","0","0","11","1.2","0.12","0","11","0","0"
"1","22","2","0","0","11","1.4","0.12","0","11","0","0"
"1","22","3","0","0","11","1.2","0.12","0","11","0","0"
"1","22","4","0","0","11","1","0.12","0","11","0","0"
"1","22","5","0","0","11","0.7","0.12","0","11","0","0"
"1","22","6","0","0","11","0.5","0.12","0","11","0","0"
"1","22","7","100","44","11","0.4","0.12","95.362","14.92","656.815","601.833"
"1","22","8","77","120","12","0.7","0.12","169.776","18.532","1265.51","1188.959"
"1","22","9","158","196","14","1.2","0.12","337.33","25.4","2487.802","2367.94"
"1","22","10","243","247","15","2","0.12","488.141","28.806","3557.821","3400.045"
"1","22","11","228","281","15","2.5","0.12","528.608","28.56","3842.362","3674.503"
"1","22","12","429","240","16","2.8","0.12","703.28","33.116","5050.772","4840.094"
"1","22","13","441","212","15","2.8","0.12","652.353","30.895","4745.434","4545.576"
"1","22","14","405","164","15","2.4","0.12","512.659","28.453","3786.113","3620.247"
"1","22","15","275","113","14","1.5","0.12","294.862","23.317","2208.098","2098.148"
"1","22","16","436","36","12","0.9","0.12","218.077","19.771","1498.875","1414.055"
"1","22","17","0","0","11","0.8","0.12","0","11","0","0"
"1","22","18","0","0","11","0.6","0.12","0","11","0","0"
"1","22","19","0","0","11","0.7","0.12","0","11","0","0"
"1","22","20","0","0","11","1","0.12","0","11","0","0"
"1","22","21","0","0","11","0.7","0.12","0","11","0","0"
"1","22","22","0","0","11","0.6","0.12","0","11","0","0"
"1","22","23","0","0","11","0.6","0.12","0","11","0","0"
"1","23","0","0","0","11","0.5","0.12","0","11","0","0"
"1","23","1","0","0","11","0.7","0.12","0","11","0","0"
"1","23","2","0","0","11","0.7","0.12","0","11","0","0"
"1","23","3","0","0","11","0.7","0.12","0","11","0","0"
"1","23","4","0","0","11","0.9","0.12","0","11","0","0"
"1","23","5","0","0","11","1.3","0.12","0","11","0","0"
"1","23","6","0","0","11","1.6","0.12","0","11","0","0"
"1","23","7","17","42","12","2.6","0.12","50.104","13.247","343.062","299.197"
"1","23","8","0","24","13","3.9","0.12","21.208","13.434","147.326","110.397"
"1","23","9","0","17","13","4.9","0.12","15.034","13.268","102.248","66.917"
"1","23","10","21","211","13","5.9","0.12","220.511","16.477","1640.573","1550.733"
"1","23","11","2","180","13","6.4","0.12","169.764","15.53","1250.031","1174.029"
"1","23","12","0","26","13","6.2","0.12","23.056","13.351","157.973","120.666"
"1","23","13","0","48","13","5.8","0.12","42.588","13.679","300.564","258.206"
"1","23","14","46","185","14","5.6","0.12","226.485","17.706","1693.954","1602.222"
"1","23","15","45","120","14","5.6","0.12","150.744","16.471","1125.888","1054.285"
"1","23","16","370","41","13","5.2","0.12","199.305","16.357","1392.858","1311.795"
"1","23","17","0","0","12","4.9","0.12","0","12","0","0"
"1","23","18","0","0","12","4.5","0.12","0","12","0","0"
"1","23","19","0","0","12","3.9","0.12","0","12","0","0"
"1","23","20","0","0","12","3.6","0.12","0","12","0","0"
"1","23","21","0","0","12","3.2","0.12","0","12","0","0"
"1","23","22","0","0","12","2.8","0.12","0","12","0","0"
"1","23","23","0","0","12","2.3","0.12","0","12","0","0"
"1","24","0","0","0","12","1.9","0.12","0","12","0","0"
"1","24","1","0","0","12","1.7","0.12","0","12","0","0"
"1","24","2","0","0","11","1.6","0.12","0","11","0","0"
"1","24","3","0","0","11","1.6","0.12","0","11","0","0"
"1","24","4","0","0","11","1.5","0.12","0","11","0","0"
"1","24","5","0","0","11","1.1","0.12","0","11","0","0"
"1","24","6","0","0","11","1","0.12","0","11","0","0"
"1","24","7","0","38","12","1.6","0.12","35.573","13.082","241.925","201.644"
"1","24","8","243","117","14","2.7","0.12","280.259","20.97","2113.184","2006.597"
"1","24","9","471","152","15","3.3","0.12","548.112","27.313","4072.559","3896.543"
"1","24","10","462","205","17","3.4","0.12","662.851","31.623","4808.905","4606.798"
"1","24","11","485","226","18","3.2","0.12","740.998","34.862","5288.134","5069.046"
"1","24","12","912","90","18","3","0.12","979.514","41.077","6840.614","6566.516"
"1","24","13","888","86","19","2.9","0.12","895.911","40.49","6303.408","6048.344"
"1","24","14","394","170","18","2.6","0.12","512.001","30.949","3741.739","3577.445"
"1","24","15","294","114","16","1.8","0.12","307.346","25.098","2289.039","2176.221"
"1","24","16","478","35","14","1.2","0.11","233.439","21.731","1606.181","1517.559"
"1","24","17","0","0","13","1.5","0.11","0","13","0","0"
"1","24","18","0","0","13","1.5","0.11","0","13","0","0"
"1","24","19","0","0","13","1.4","0.11","0","13","0","0"
"1","24","20","0","0","13","1.3","0.11","0","13","0","0"
"1","24","21","0","0","13","1.3","0.11","0","13","0","0"
"1","24","22","0","0","13","1.3","0.11","0","13","0","0"
"1","24","23","0","0","13","1.3","0.11","0","13","0","0"
"1","25","0","0","0","13","1.4","0.11","0","13","0","0"
"1","25","1","0","0","13","1.4","0.11","0","13","0","0"
"1","25","2","0","0","13","1.5","0.11","0","13","0","0"
"1","25","3","0","0","13","1.5","0.11","0","13","0","0"
"1","25","4","0","0","13","1.6","0.11","0","13","0","0"
"1","25","5","0","0","13","1.6","0.11","0","13","0","0"
"1","25","6","0","0","13","1.9","0.11","0","13","0","0"
"1","25","7","116","45","15","2.6","0.11","101.302","17.514","694.382","638.068"
"1","25","8","784","52","18","3.6","0.11","529.582","29.384","3946.082","3774.548"
"1","25","9","891","62","20","4.3","0.11","755.815","34.655","5493.112","5266.76"
"1","25","10","935","70","21","4.8","0.11","915.412","37.571","6517.606","6254.953"
"1","25","11","953","74","22","4.8","0.11","998.239","40.052","7000.273","6666.667"
"1","25","12","949","76","23","4.7","0.11","998.029","41.283","6963.602","6666.667"
"1","25","13","925","73","23","4.5","0.11","913.443","40.201","6434.281","6174.58"
"1","25","14","866","69","22","4","0.11","750.279","37.174","5395.958","5173.049"
"1","25","15","749","58","20","2.8","0.11","521.715","32.777","3834.279","3666.706"
"1","25","16","490","35","18","1.6","0.11","238.377","25.206","1623.706","1534.464"
"1","25","17","0","0","16","1.4","0.11","0","16","0","0"
"1","25","18","0","0","16","1.5","0.11","0","16","0","0"
"1","25","19","0","0","15","1.6","0.11","0","15","0","0"
"1","25","20","0","0","15","1.7","0.11","0","15","0","0"
"1","25","21","0","0","15","1.8","0.11","0","15","0","0"
"1","25","22","0","0","15","1.8","0.11","0","15","0","0"
"1","25","23","0","0","15","1.8","0.11","0","15","0","0"
"1","26","0","0","0","15","1.9","0.11","0","15","0","0"
"1","26","1","0","0","15","2","0.11","0","15","0","0"
"1","26","2","0","0","15","2","0.11","0","15","0","0"
"1","26","3","0","0","14","2.2","0.11","0","14","0","0"
"1","26","4","0","0","14","2.4","0.11","0","14","0","0"
"1","26","5","0","0","14","2.6","0.11","0","14","0","0"
"1","26","6","0","0","15","3","0.11","0","15","0","0"
"1","26","7","499","34","17","3.7","0.11","232.846","21.8","1591.159","1503.069"
"1","26","8","766","56","20","3.8","0.11","523.898","30.927","3879.015","3709.857"
"1","26","9","876","68","22","3","0.11","752.332","39.778","5355.945","5134.454"
"1","26","10","929","74","23","1.8","0.11","915.837","50.067","6195.953","5944.697"
"1","26","11","950","77","24","1","0.11","1000.185","59.523","6464.527","6203.754"
"1","26","12","949","77","24","1.2","0.11","1000.552","57.819","6514.444","6251.903"
"1","26","13","928","73","23","1.9","0.11","917.471","49.553","6218.749","5966.686"
"1","26","14","875","67","22","2.1","0.11","755.934","43.05","5309.028","5089.199"
"1","26","15","767","56","20","1.6","0.11","530.959","36.44","3847.266","3679.233"
"1","26","16","521","34","18","1","0.11","246.275","26.583","1673.435","1582.43"
"1","26","17","0","0","16","0.7","0.11","0","16","0","0"
"1","26","18","0","0","15","0.7","0.11","0","15","0","0"
"1","26","19","0","0","14","1","0.11","0","14","0","0"
"1","26","20","0","0","14","1.4","0.11","0","14","0","0"
"1","26","21","0","0","14","1.7","0.11","0","14","0","0"
"1","26","22","0","0","13","2","0.11","0","13","0","0"
"1","26","23","0","0","13","2","0.11","0","13","0","0"
"1","27","0","0","0","13","1.8","0.11","0","13","0","0"
"1","27","1","0","0","13","1.6","0.11","0","13","0","0"
"1","27","2","0","0","12","1.4","0.11","0","12","0","0"
"1","27","3","0","0","12","1.3","0.11","0","12","0","0"
"1","27","4","0","0","13","1.3","0.11","0","13","0","0"
"1","27","5","0","0","13","1.4","0.11","0","13","0","0"
"1","27","6","0","0","13","1.5","0.11","0","13","0","0"
"1","27","7","90","47","15","2.3","0.11","87.606","17.302","600.739","547.744"
"1","27","8","362","107","18","3.9","0.11","346.873","25.119","2593.793","2470.176"
"1","27","9","827","76","19","5.2","0.11","731.817","31.617","5376.178","5153.97"
"1","27","10","899","79","20","6","0.11","896.316","34.045","6467.301","6206.43"
"1","27","11","919","85","21","6.2","0.11","981.718","36.031","6991.181","6666.667"
"1","27","12","909","90","21","6.1","0.11","979.778","36.166","6972.248","6666.667"
"1","27","13","909","80","21","6","0.11","910.639","35.268","6536.011","6272.705"
"1","27","14","861","72","21","6","0.11","759.157","32.917","5547.076","5318.813"
"1","27","15","755","60","20","5.3","0.11","529.659","29.036","3950.19","3778.511"
"1","27","16","506","37","17","4.2","0.11","247.578","21.767","1721.809","1629.09"
"1","27","17","0","0","16","3.7","0.11","0","16","0","0"
"1","27","18","0","0","15","3.7","0.11","0","15","0","0"
"1","27","19","0","0","15","3.8","0.11","0","15","0","0"
"1","27","20","0","0","15","4.1","0.11","0","15","0","0"
"1","27","21","0","0","14","4.6","0.11","0","14","0","0"
"1","27","22","0","0","14","5.1","0.11","0","14","0","0"
"1","27","23","0","0","14","5.4","0.11","0","14","0","0"
"1","28","0","0","0","13","5.5","0.11","0","13","0","0"
"1","28","1","0","0","13","5.4","0.11","0","13","0","0"
"1","28","2","0","0","13","5.5","0.11","0","13","0","0"
"1","28","3","0","0","12","5.6","0.11","0","12","0","0"
"1","28","4","0","0","12","5.4","0.11","0","12","0","0"
"1","28","5","0","0","12","5.2","0.11","0","12","0","0"
"1","28","6","0","0","13","5.4","0.11","0","13","0","0"
"1","28","7","164","47","15","5.8","0.11","120.144","16.89","832.041","770.85"
"1","28","8","843","57","17","6.4","0.11","569.526","25.573","4308.783","4124.397"
"1","28","9","946","68","18","6.9","0.11","805.946","29.497","5968.918","5725.707"
"1","28","10","995","74","19","6.9","0.11","975.551","32.889","7061.217","6666.667"
"1","28","11","1010","79","20","6.4","0.11","1061.693","35.908","7551.742","6666.667"
"1","28","12","1002","82","20","6","0.11","1059.621","36.586","7515.976","6666.667"
"1","28","13","972","81","20","5.6","0.11","969.07","35.894","6930.077","6652.808"
"1","28","14","909","77","20","5.3","0.11","803.163","33.678","5847.627","5608.713"
"1","28","15","786","67","18","4.1","0.11","556.828","29.118","4152.642","3973.789"
"1","28","16","534","41","16","2.9","0.11","262.893","22.193","1833.559","1736.88"
"1","28","17","0","0","14","2.6","0.11","0","14","0","0"
"1","28","18","0","0","14","2.7","0.11","0","14","0","0"
"1","28","19","0","0","13","2.7","0.11","0","13","0","0"
"1","28","20","0","0","13","2.7","0.11","0","13","0","0"
"1","28","21","0","0","13","2.7","0.11","0","13","0","0"
